image_id,time_s,label,w,h,cx,cy,cx_n,cy_n,area,area_norm,solidity,aspect_ratio,circularity,bbox_x,bbox_y,bbox_w,bbox_h,extent,mask_fuse,finger_count,prior_nboxes,theta_rad,dtheta_rad,theta_accum_rad,rot_dir,path_raw,path_crop,path_mask,path_overlay
1762602228255_000028,1762602228,play,960,544,591.574,378.506,0.61622,0.69578,41215,0.07892,0.66509,0.75143,0.16282,440,194,263,350,0.44775,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602228255_000028.jpg,data\data_play\images_crop\1762602228255_000028.jpg,data\data_play\masks\1762602228255_000028.png,data\data_play\overlays\1762602228255_000028.jpg
1762602228462_000029,1762602228,play,960,544,588.688,376.101,0.61322,0.69136,41614,0.079685,0.66494,0.74221,0.16419,437,191,262,353,0.44995,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602228462_000029.jpg,data\data_play\images_crop\1762602228462_000029.jpg,data\data_play\masks\1762602228462_000029.png,data\data_play\overlays\1762602228462_000029.jpg
1762602228651_000030,1762602229,play,960,544,588.033,375.177,0.61253,0.68966,41651,0.079755,0.66328,0.73803,0.16235,436,189,262,355,0.44781,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602228651_000030.jpg,data\data_play\images_crop\1762602228651_000030.jpg,data\data_play\masks\1762602228651_000030.png,data\data_play\overlays\1762602228651_000030.jpg
1762602228857_000031,1762602229,play,960,544,588.093,375.828,0.6126,0.69086,41596,0.07965,0.66408,0.74504,0.16225,436,191,263,353,0.44805,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602228857_000031.jpg,data\data_play\images_crop\1762602228857_000031.jpg,data\data_play\masks\1762602228857_000031.png,data\data_play\overlays\1762602228857_000031.jpg
1762602229055_000032,1762602229,play,960,544,587.337,375.928,0.61181,0.69104,41578,0.079615,0.66162,0.74011,0.16135,435,190,262,354,0.44829,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602229055_000032.jpg,data\data_play\images_crop\1762602229055_000032.jpg,data\data_play\masks\1762602229055_000032.png,data\data_play\overlays\1762602229055_000032.jpg
1762602229269_000033,1762602229,play,960,544,588.356,377.365,0.61287,0.69369,41544,0.07955,0.66328,0.74148,0.1629,437,192,261,352,0.45219,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602229269_000033.jpg,data\data_play\images_crop\1762602229269_000033.jpg,data\data_play\masks\1762602229269_000033.png,data\data_play\overlays\1762602229269_000033.jpg
1762602229451_000034,1762602229,play,960,544,590.684,378.927,0.6153,0.69656,41222,0.078933,0.66491,0.74571,0.161,440,194,261,350,0.45125,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602229451_000034.jpg,data\data_play\images_crop\1762602229451_000034.jpg,data\data_play\masks\1762602229451_000034.png,data\data_play\overlays\1762602229451_000034.jpg
1762602229655_000035,1762602230,play,960,544,590.563,380.947,0.61517,0.70027,41657,0.079766,0.63683,0.74785,0.15066,440,195,261,349,0.45732,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602229655_000035.jpg,data\data_play\images_crop\1762602229655_000035.jpg,data\data_play\masks\1762602229655_000035.png,data\data_play\overlays\1762602229655_000035.jpg
1762602229861_000036,1762602230,play,960,544,591.51,383.406,0.61616,0.70479,41427,0.079326,0.63788,0.75723,0.15287,441,198,262,346,0.45699,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602229861_000036.jpg,data\data_play\images_crop\1762602229861_000036.jpg,data\data_play\masks\1762602229861_000036.png,data\data_play\overlays\1762602229861_000036.jpg
1762602230060_000037,1762602230,play,960,544,592.744,383.701,0.61744,0.70533,41049,0.078602,0.63797,0.75942,0.15198,443,199,262,345,0.45413,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602230060_000037.jpg,data\data_play\images_crop\1762602230060_000037.jpg,data\data_play\masks\1762602230060_000037.png,data\data_play\overlays\1762602230060_000037.jpg
1762602230263_000038,1762602230,play,960,544,591.451,378.694,0.61609,0.69613,40594,0.077731,0.66508,0.75,0.16154,441,196,261,348,0.44693,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602230263_000038.jpg,data\data_play\images_crop\1762602230263_000038.jpg,data\data_play\masks\1762602230263_000038.png,data\data_play\overlays\1762602230263_000038.jpg
1762602230461_000039,1762602230,play,960,544,589.688,376.845,0.61426,0.69273,40995,0.078499,0.66797,0.73864,0.16603,439,192,260,352,0.44794,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602230461_000039.jpg,data\data_play\images_crop\1762602230461_000039.jpg,data\data_play\masks\1762602230461_000039.png,data\data_play\overlays\1762602230461_000039.jpg
1762602230674_000040,1762602231,play,960,544,588.463,375.992,0.61298,0.69116,40829,0.078181,0.66638,0.73864,0.16378,438,192,260,352,0.44613,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602230674_000040.jpg,data\data_play\images_crop\1762602230674_000040.jpg,data\data_play\masks\1762602230674_000040.png,data\data_play\overlays\1762602230674_000040.jpg
1762602230863_000041,1762602231,play,960,544,589.008,376.228,0.61355,0.6916,40776,0.07808,0.66707,0.7358,0.16238,439,192,259,352,0.44727,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602230863_000041.jpg,data\data_play\images_crop\1762602230863_000041.jpg,data\data_play\masks\1762602230863_000041.png,data\data_play\overlays\1762602230863_000041.jpg
1762602231075_000042,1762602231,play,960,544,588.589,376.505,0.61311,0.6921,40977,0.078464,0.66712,0.73864,0.16501,438,192,260,352,0.44774,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602231075_000042.jpg,data\data_play\images_crop\1762602231075_000042.jpg,data\data_play\masks\1762602231075_000042.png,data\data_play\overlays\1762602231075_000042.jpg
1762602231277_000043,1762602231,play,960,544,588.946,376.948,0.61349,0.69292,41062,0.078628,0.66716,0.73864,0.16315,439,192,260,352,0.44867,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602231277_000043.jpg,data\data_play\images_crop\1762602231277_000043.jpg,data\data_play\masks\1762602231277_000043.png,data\data_play\overlays\1762602231277_000043.jpg
1762602231465_000044,1762602231,play,960,544,589.191,377.441,0.61374,0.69382,40648,0.077834,0.66368,0.74286,0.16142,439,194,260,350,0.44668,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602231465_000044.jpg,data\data_play\images_crop\1762602231465_000044.jpg,data\data_play\masks\1762602231465_000044.png,data\data_play\overlays\1762602231465_000044.jpg
1762602231680_000045,1762602232,play,960,544,588.824,377.215,0.61336,0.69341,40693,0.077921,0.66701,0.73789,0.16174,439,193,259,351,0.44763,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602231680_000045.jpg,data\data_play\images_crop\1762602231680_000045.jpg,data\data_play\masks\1762602231680_000045.png,data\data_play\overlays\1762602231680_000045.jpg
1762602231860_000046,1762602232,play,960,544,588.679,377.339,0.61321,0.69364,40584,0.077712,0.66515,0.74,0.16219,439,194,259,350,0.44771,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602231860_000046.jpg,data\data_play\images_crop\1762602231860_000046.jpg,data\data_play\masks\1762602231860_000046.png,data\data_play\overlays\1762602231860_000046.jpg
1762602232076_000047,1762602232,play,960,544,587.846,376.984,0.61234,0.69298,40615,0.077771,0.66603,0.73789,0.16236,438,193,259,351,0.44677,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602232076_000047.jpg,data\data_play\images_crop\1762602232076_000047.jpg,data\data_play\masks\1762602232076_000047.png,data\data_play\overlays\1762602232076_000047.jpg
1762602232276_000048,1762602232,play,960,544,587.936,377.329,0.61243,0.69362,40501,0.077552,0.66679,0.73714,0.16229,439,194,258,350,0.44852,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602232276_000048.jpg,data\data_play\images_crop\1762602232276_000048.jpg,data\data_play\masks\1762602232276_000048.png,data\data_play\overlays\1762602232276_000048.jpg
1762602232468_000049,1762602232,play,960,544,588.491,377.834,0.61301,0.69455,40439,0.077434,0.66642,0.74212,0.16411,439,195,259,349,0.44738,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602232468_000049.jpg,data\data_play\images_crop\1762602232468_000049.jpg,data\data_play\masks\1762602232468_000049.png,data\data_play\overlays\1762602232468_000049.jpg
1762602232689_000050,1762602233,play,960,544,588.13,377.296,0.61264,0.69356,40297,0.077162,0.66678,0.73926,0.16325,439,195,258,349,0.44754,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602232689_000050.jpg,data\data_play\images_crop\1762602232689_000050.jpg,data\data_play\masks\1762602232689_000050.png,data\data_play\overlays\1762602232689_000050.jpg
1762602232883_000051,1762602233,play,960,544,589.872,377.272,0.61445,0.69351,40189,0.076956,0.66717,0.73429,0.1624,441,194,257,350,0.4468,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602232883_000051.jpg,data\data_play\images_crop\1762602232883_000051.jpg,data\data_play\masks\1762602232883_000051.png,data\data_play\overlays\1762602232883_000051.jpg
1762602233083_000052,1762602233,play,960,544,592.37,377.659,0.61705,0.69423,39874,0.076353,0.6655,0.73639,0.16059,444,195,257,349,0.44457,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602233083_000052.jpg,data\data_play\images_crop\1762602233083_000052.jpg,data\data_play\masks\1762602233083_000052.png,data\data_play\overlays\1762602233083_000052.jpg
1762602233274_000053,1762602233,play,960,544,591.231,377.401,0.61587,0.69375,40179,0.076937,0.66541,0.73926,0.16255,442,195,258,349,0.44623,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602233274_000053.jpg,data\data_play\images_crop\1762602233274_000053.jpg,data\data_play\masks\1762602233274_000053.png,data\data_play\overlays\1762602233274_000053.jpg
1762602233489_000054,1762602233,play,960,544,590.159,378.867,0.61475,0.69645,40481,0.077514,0.66664,0.73926,0.16437,441,195,258,349,0.44958,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602233489_000054.jpg,data\data_play\images_crop\1762602233489_000054.jpg,data\data_play\masks\1762602233489_000054.png,data\data_play\overlays\1762602233489_000054.jpg
1762602233675_000055,1762602234,play,960,544,592.713,379.889,0.61741,0.69832,40192,0.076961,0.66629,0.74352,0.16289,444,197,258,347,0.44894,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602233675_000055.jpg,data\data_play\images_crop\1762602233675_000055.jpg,data\data_play\masks\1762602233675_000055.png,data\data_play\overlays\1762602233675_000055.jpg
1762602233888_000056,1762602234,play,960,544,592.438,382.074,0.61712,0.70234,40778,0.078084,0.63634,0.74928,0.14952,443,197,260,347,0.45199,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602233888_000056.jpg,data\data_play\images_crop\1762602233888_000056.jpg,data\data_play\masks\1762602233888_000056.png,data\data_play\overlays\1762602233888_000056.jpg
1762602234089_000057,1762602234,play,960,544,593.171,383.166,0.61789,0.70435,40921,0.078358,0.63684,0.75145,0.15129,444,198,260,346,0.45489,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602234089_000057.jpg,data\data_play\images_crop\1762602234089_000057.jpg,data\data_play\masks\1762602234089_000057.png,data\data_play\overlays\1762602234089_000057.jpg
1762602234290_000058,1762602234,play,960,544,594.359,384.155,0.61912,0.70617,40859,0.078239,0.63635,0.75652,0.1506,445,199,261,345,0.45377,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602234290_000058.jpg,data\data_play\images_crop\1762602234290_000058.jpg,data\data_play\masks\1762602234290_000058.png,data\data_play\overlays\1762602234290_000058.jpg
1762602234489_000059,1762602234,play,960,544,595.359,385.282,0.62017,0.70824,40592,0.077727,0.6366,0.76093,0.15162,446,201,261,343,0.45343,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602234489_000059.jpg,data\data_play\images_crop\1762602234489_000059.jpg,data\data_play\masks\1762602234489_000059.png,data\data_play\overlays\1762602234489_000059.jpg
1762602234681_000060,1762602235,play,960,544,594.622,385.259,0.6194,0.7082,40562,0.077669,0.63796,0.75802,0.15149,446,201,260,343,0.45483,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602234681_000060.jpg,data\data_play\images_crop\1762602234681_000060.jpg,data\data_play\masks\1762602234681_000060.png,data\data_play\overlays\1762602234681_000060.jpg
1762602234897_000061,1762602235,play,960,544,595.607,386.166,0.62042,0.70986,40684,0.077903,0.63971,0.76023,0.15397,447,202,260,342,0.45753,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602234897_000061.jpg,data\data_play\images_crop\1762602234897_000061.jpg,data\data_play\masks\1762602234897_000061.png,data\data_play\overlays\1762602234897_000061.jpg
1762602235078_000062,1762602235,play,960,544,595.111,385.74,0.61991,0.70908,40594,0.077731,0.63738,0.76316,0.15177,446,202,261,342,0.45477,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602235078_000062.jpg,data\data_play\images_crop\1762602235078_000062.jpg,data\data_play\masks\1762602235078_000062.png,data\data_play\overlays\1762602235078_000062.jpg
1762602235297_000063,1762602235,play,960,544,593.666,384.548,0.6184,0.70689,40695,0.077924,0.63789,0.76093,0.15179,444,201,261,343,0.45458,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602235297_000063.jpg,data\data_play\images_crop\1762602235297_000063.jpg,data\data_play\masks\1762602235297_000063.png,data\data_play\overlays\1762602235297_000063.jpg
1762602235500_000064,1762602236,play,960,544,593.913,383.855,0.61866,0.70562,40752,0.078034,0.63755,0.75362,0.15168,445,199,260,345,0.45432,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602235500_000064.jpg,data\data_play\images_crop\1762602235500_000064.jpg,data\data_play\masks\1762602235500_000064.png,data\data_play\overlays\1762602235500_000064.jpg
1762602235691_000065,1762602236,play,960,544,594.18,383.159,0.61894,0.70434,40864,0.078249,0.63604,0.75652,0.15054,444,199,261,345,0.45382,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602235691_000065.jpg,data\data_play\images_crop\1762602235691_000065.jpg,data\data_play\masks\1762602235691_000065.png,data\data_play\overlays\1762602235691_000065.jpg
1762602235892_000066,1762602236,play,960,544,592.118,379.457,0.61679,0.69753,40769,0.078067,0.66438,0.75575,0.165,441,196,263,348,0.44545,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602235892_000066.jpg,data\data_play\images_crop\1762602235892_000066.jpg,data\data_play\masks\1762602235892_000066.png,data\data_play\overlays\1762602235892_000066.jpg
1762602236099_000067,1762602236,play,960,544,590.09,377.993,0.61468,0.69484,41200,0.078891,0.66514,0.74644,0.16307,439,193,262,351,0.44801,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602236099_000067.jpg,data\data_play\images_crop\1762602236099_000067.jpg,data\data_play\masks\1762602236099_000067.png,data\data_play\overlays\1762602236099_000067.jpg
1762602236297_000068,1762602236,play,960,544,590.831,378.794,0.61545,0.69631,41063,0.078629,0.66517,0.74857,0.16371,440,194,262,350,0.4478,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602236297_000068.jpg,data\data_play\images_crop\1762602236297_000068.jpg,data\data_play\masks\1762602236297_000068.png,data\data_play\overlays\1762602236297_000068.jpg
1762602236490_000069,1762602236,play,960,544,591.417,379.68,0.61606,0.69794,41383,0.079241,0.66538,0.74857,0.16462,440,194,262,350,0.45129,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602236490_000069.jpg,data\data_play\images_crop\1762602236490_000069.jpg,data\data_play\masks\1762602236490_000069.png,data\data_play\overlays\1762602236490_000069.jpg
1762602236702_000070,1762602237,play,960,544,593.757,382.723,0.6185,0.70354,41717,0.079881,0.63868,0.75287,0.15331,444,196,262,348,0.45754,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602236702_000070.jpg,data\data_play\images_crop\1762602236702_000070.jpg,data\data_play\masks\1762602236702_000070.png,data\data_play\overlays\1762602236702_000070.jpg
1762602236908_000071,1762602237,play,960,544,596.928,384.66,0.6218,0.7071,41199,0.078889,0.63589,0.76232,0.15056,447,199,263,345,0.45406,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602236908_000071.jpg,data\data_play\images_crop\1762602236908_000071.jpg,data\data_play\masks\1762602236908_000071.png,data\data_play\overlays\1762602236908_000071.jpg
1762602237096_000072,1762602237,play,960,544,596.508,383.808,0.62136,0.70553,40980,0.07847,0.63549,0.75942,0.15166,447,199,262,345,0.45337,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602237096_000072.jpg,data\data_play\images_crop\1762602237096_000072.jpg,data\data_play\masks\1762602237096_000072.png,data\data_play\overlays\1762602237096_000072.jpg
1762602237308_000073,1762602237,play,960,544,594.72,377.998,0.6195,0.69485,40915,0.078346,0.66772,0.75072,0.16656,444,195,262,349,0.44747,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602237308_000073.jpg,data\data_play\images_crop\1762602237308_000073.jpg,data\data_play\masks\1762602237308_000073.png,data\data_play\overlays\1762602237308_000073.jpg
1762602237491_000074,1762602237,play,960,544,593.926,376.357,0.61867,0.69183,42023,0.080467,0.66628,0.74294,0.1653,442,190,263,354,0.45137,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602237491_000074.jpg,data\data_play\images_crop\1762602237491_000074.jpg,data\data_play\masks\1762602237491_000074.png,data\data_play\overlays\1762602237491_000074.jpg
1762602237700_000075,1762602238,play,960,544,593.712,376.641,0.61845,0.69236,41815,0.080069,0.66638,0.74576,0.16329,442,190,264,354,0.44743,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602237700_000075.jpg,data\data_play\images_crop\1762602237700_000075.jpg,data\data_play\masks\1762602237700_000075.png,data\data_play\overlays\1762602237700_000075.jpg
1762602237893_000076,1762602238,play,960,544,592.675,377.998,0.61737,0.69485,42200,0.080807,0.63293,0.74011,0.14892,442,190,262,354,0.455,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602237893_000076.jpg,data\data_play\images_crop\1762602237893_000076.jpg,data\data_play\masks\1762602237893_000076.png,data\data_play\overlays\1762602237893_000076.jpg
1762602238113_000077,1762602238,play,960,544,593.615,378.682,0.61835,0.69611,42031,0.080482,0.63264,0.74504,0.1481,442,191,263,353,0.45273,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602238113_000077.jpg,data\data_play\images_crop\1762602238113_000077.jpg,data\data_play\masks\1762602238113_000077.png,data\data_play\overlays\1762602238113_000077.jpg
1762602238323_000078,1762602238,play,960,544,593.601,378.888,0.61833,0.69648,42004,0.08043,0.63262,0.75,0.14916,442,192,264,352,0.45201,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602238323_000078.jpg,data\data_play\images_crop\1762602238323_000078.jpg,data\data_play\masks\1762602238323_000078.png,data\data_play\overlays\1762602238323_000078.jpg
1762602238510_000079,1762602239,play,960,544,592.767,378.575,0.61747,0.69591,42042,0.080504,0.6332,0.74788,0.15021,441,191,264,353,0.45114,AND,5,1,0,0,0,0,data\data_play\images_raw\1762602238510_000079.jpg,data\data_play\images_crop\1762602238510_000079.jpg,data\data_play\masks\1762602238510_000079.png,data\data_play\overlays\1762602238510_000079.jpg
1762602238709_000080,1762602239,play,960,544,592.224,377.171,0.6169,0.69333,41640,0.079733,0.66735,0.74504,0.1654,441,191,263,353,0.44852,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602238709_000080.jpg,data\data_play\images_crop\1762602238709_000080.jpg,data\data_play\masks\1762602238709_000080.png,data\data_play\overlays\1762602238709_000080.jpg
1762602238909_000081,1762602239,play,960,544,591.774,376.616,0.61643,0.69231,41737,0.079919,0.66591,0.74788,0.16417,440,191,264,353,0.44786,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602238909_000081.jpg,data\data_play\images_crop\1762602238909_000081.jpg,data\data_play\masks\1762602238909_000081.png,data\data_play\overlays\1762602238909_000081.jpg
1762602239137_000082,1762602239,play,960,544,591.906,376.359,0.61657,0.69184,41640,0.079733,0.66731,0.74294,0.1652,441,190,263,354,0.44725,AND,4,1,0,0,0,0,data\data_play\images_raw\1762602239137_000082.jpg,data\data_play\images_crop\1762602239137_000082.jpg,data\data_play\masks\1762602239137_000082.png,data\data_play\overlays\1762602239137_000082.jpg
